FollowUp_ID,Lead_ID,FollowUp_Date,Mode,Purpose,Outcome
FU021218,LEAD07975,2025-05-12,Meeting,Re-engagement,No Response
FU021219,LEAD07976,2025-11-28,Email,Introduction,Neutral
FU021220,LEAD07976,2025-12-16,Call,Interest Check,Neutral
FU021221,LEAD07976,2025-12-27,Meeting,Booking Confirmation,Converted
FU021222,LEAD07977,2026-09-20,Call,Introduction,Not Interested
FU021223,LEAD07977,2026-10-03,Call,Loan Guidance,Not Interested
FU021224,LEAD07978,2026-12-17,Payment Discussion,Payment Follow-up,Interested
FU021225,LEAD07978,2026-12-31,Loan Assistance,Loan Guidance,Converted
FU021226,LEAD07979,2024-07-22,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU021227,LEAD07979,2024-08-14,Call,Booking Confirmation,Interested
FU021228,LEAD07979,2024-09-07,WhatsApp,Re-engagement,Not Interested
FU021229,LEAD07980,2024-12-02,Email,Introduction,Interested
FU021230,LEAD07980,2024-12-11,Call,Price Negotiation,No Response
FU021231,LEAD07980,2025-01-03,Call,Loan Guidance,Interested
FU021232,LEAD07981,2024-12-24,Call,Introduction,Not Interested
FU021233,LEAD07981,2024-12-24,Call,Introduction,Not Interested
FU021234,LEAD07981,2025-01-03,Call,Document Collection,No Response
FU021235,LEAD07981,2025-02-01,Site Visit Reminder,Site Visit Invitation,No Response
FU021236,LEAD07981,2025-02-01,Site Visit Reminder,Site Visit Invitation,No Response
FU021237,LEAD07982,2024-06-07,Call,Introduction,Interested
FU021238,LEAD07982,2024-06-18,Call,Price Negotiation,No Response
FU021239,LEAD07982,2024-07-04,WhatsApp,Document Collection,No Response
FU021240,LEAD07982,2024-07-11,WhatsApp,Site Visit Invitation,Neutral
FU021241,LEAD07982,2024-07-15,Call,Re-engagement,Interested
FU021242,LEAD07982,2024-07-21,Call,Interest Check,No Response
FU021243,LEAD07982,2024-07-27,Payment Discussion,Payment Follow-up,No Response
FU021244,LEAD07982,2024-07-27,Payment Discussion,Payment Follow-up,No Response
FU021245,LEAD07982,2024-08-15,Call,Booking Confirmation,Converted
FU021246,LEAD07983,2024-03-15,Call,Introduction,Neutral
FU021247,LEAD07983,2024-03-15,Call,Introduction,Neutral
FU021248,LEAD07983,2024-04-03,Call,Price Negotiation,Interested
FU021249,LEAD07983,2024-04-14,Site Visit Reminder,Site Visit Invitation,Interested
FU021250,LEAD07983,2024-04-14,Site Visit Reminder,Site Visit Invitation,Interested
FU021251,LEAD07983,2024-04-21,WhatsApp,Re-engagement,Interested
FU021252,LEAD07984,2024-08-19,Email,Introduction,Not Interested
FU021253,LEAD07985,2025-02-09,Call,Introduction,Not Interested
FU021254,LEAD07985,2025-02-24,WhatsApp,Introduction,Not Interested
FU021255,LEAD07986,2025-10-04,WhatsApp,Introduction,Neutral
FU021256,LEAD07987,2026-03-19,Call,Introduction,Not Interested
FU021257,LEAD07988,2026-12-11,WhatsApp,Introduction,Neutral
FU021258,LEAD07988,2026-12-11,WhatsApp,Introduction,Neutral
FU021259,LEAD07989,2024-02-01,Meeting,Introduction,No Response
FU021260,LEAD07990,2024-04-01,Call,Introduction,Requested Callback
FU021261,LEAD07991,2024-03-09,Call,Introduction,Neutral
FU021262,LEAD07992,2024-12-30,Site Visit Reminder,Site Visit Invitation,Neutral
FU021263,LEAD07992,2025-01-17,Site Visit Reminder,Site Visit Invitation,Neutral
FU021264,LEAD07992,2025-01-23,Call,Price Negotiation,Requested Callback
FU021265,LEAD07992,2025-02-10,Call,Booking Confirmation,Converted
FU021266,LEAD07993,2025-07-24,Call,Introduction,No Response
FU021267,LEAD07994,2026-07-05,WhatsApp,Introduction,Requested Callback
FU021268,LEAD07994,2026-07-22,Payment Discussion,Payment Follow-up,Neutral
FU021269,LEAD07994,2026-08-08,Payment Discussion,Payment Follow-up,Converted
FU021270,LEAD07995,2026-11-27,WhatsApp,Introduction,Interested
FU021271,LEAD07995,2026-12-10,Email,Re-engagement,Interested
FU021272,LEAD07996,2026-12-30,WhatsApp,Introduction,Not Interested
FU021273,LEAD07997,2024-07-14,Call,Introduction,Requested Callback
FU021274,LEAD07997,2024-08-10,Call,Introduction,Neutral
FU021275,LEAD07997,2024-08-10,Call,Introduction,Neutral
FU021276,LEAD07997,2024-09-01,Call,Site Visit Invitation,Interested
FU021277,LEAD07998,2025-02-20,Email,Introduction,Interested
FU021278,LEAD07998,2025-02-20,Email,Introduction,Interested
FU021279,LEAD07998,2025-02-20,Email,Introduction,Interested
FU021280,LEAD07998,2025-02-24,Call,Price Negotiation,Requested Callback
FU021281,LEAD07998,2025-03-01,Email,Price Negotiation,Interested
FU021282,LEAD07998,2025-03-14,Call,Booking Confirmation,Requested Callback
FU021283,LEAD07998,2025-03-25,Call,Document Collection,Requested Callback
FU021284,LEAD07998,2025-04-09,WhatsApp,Price Negotiation,Neutral
FU021285,LEAD07998,2025-04-09,WhatsApp,Price Negotiation,Neutral
FU021286,LEAD07998,2025-04-25,Email,Document Collection,Interested
FU021287,LEAD07998,2025-05-10,Call,Booking Confirmation,Interested
FU021288,LEAD07998,2025-05-27,Call,Price Negotiation,Interested
FU021289,LEAD07999,2026-12-31,WhatsApp,Introduction,No Response
FU021290,LEAD08000,2026-02-27,Email,Introduction,Not Interested
FU021291,LEAD08001,2025-10-08,Site Visit Reminder,Site Visit Invitation,Neutral
FU021292,LEAD08001,2025-10-20,Meeting,Booking Confirmation,No Response
FU021293,LEAD08001,2025-11-01,Loan Assistance,Loan Guidance,Not Interested
FU021294,LEAD08002,2024-08-14,Call,Introduction,Interested
FU021295,LEAD08003,2026-05-16,Loan Assistance,Loan Guidance,Interested
FU021296,LEAD08003,2026-05-31,Payment Discussion,Payment Follow-up,Neutral
FU021297,LEAD08003,2026-06-21,Call,Interest Check,Neutral
FU021298,LEAD08004,2026-11-26,Call,Introduction,No Response
FU021299,LEAD08004,2026-12-12,Meeting,Site Visit Invitation,Requested Callback
FU021300,LEAD08005,2026-11-10,Email,Introduction,Not Interested
FU021301,LEAD08006,2026-12-31,WhatsApp,Introduction,Not Interested
FU021302,LEAD08007,2026-12-31,Call,Introduction,Not Interested
FU021303,LEAD08008,2024-12-08,Loan Assistance,Loan Guidance,Not Interested
FU021304,LEAD08009,2026-08-26,Site Visit Reminder,Site Visit Invitation,Not Interested
FU021305,LEAD08010,2026-08-12,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU021306,LEAD08010,2026-08-12,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU021307,LEAD08010,2026-09-07,WhatsApp,Interest Check,Neutral
FU021308,LEAD08010,2026-09-24,WhatsApp,Document Collection,Interested
FU021309,LEAD08010,2026-10-06,WhatsApp,Interest Check,Requested Callback
FU021310,LEAD08010,2026-11-01,Meeting,Document Collection,Requested Callback
FU021311,LEAD08010,2026-11-12,Call,Document Collection,Not Interested
FU021312,LEAD08010,2026-12-04,WhatsApp,Price Negotiation,Interested
FU021313,LEAD08010,2026-12-19,Loan Assistance,Loan Guidance,Requested Callback
FU021314,LEAD08011,2026-12-31,Payment Discussion,Payment Follow-up,Requested Callback
FU021315,LEAD08011,2026-12-31,Payment Discussion,Payment Follow-up,Requested Callback
FU021316,LEAD08012,2025-06-22,Call,Introduction,Interested
FU021317,LEAD08013,2025-03-18,Call,Introduction,Not Interested
FU021318,LEAD08013,2025-04-13,Call,Site Visit Invitation,No Response
FU021319,LEAD08013,2025-05-08,WhatsApp,Introduction,Interested
FU021320,LEAD08013,2025-05-24,WhatsApp,Price Negotiation,Not Interested
FU021321,LEAD08014,2026-07-31,Email,Introduction,Neutral
FU021322,LEAD08015,2024-09-18,Site Visit Reminder,Site Visit Invitation,Interested
FU021323,LEAD08015,2024-10-16,Email,Introduction,No Response
FU021324,LEAD08016,2024-10-08,Meeting,Introduction,Neutral
FU021325,LEAD08017,2025-06-05,WhatsApp,Introduction,Not Interested
FU021326,LEAD08017,2025-06-05,WhatsApp,Introduction,Not Interested
FU021327,LEAD08018,2025-12-01,Site Visit Reminder,Site Visit Invitation,No Response
FU021328,LEAD08019,2026-08-05,Call,Introduction,Interested
FU021329,LEAD08019,2026-08-05,Call,Introduction,Interested
FU021330,LEAD08019,2026-08-11,Payment Discussion,Payment Follow-up,Neutral
FU021331,LEAD08019,2026-08-19,Email,Payment Follow-up,Neutral
FU021332,LEAD08019,2026-08-28,Payment Discussion,Payment Follow-up,Interested
FU021333,LEAD08020,2024-12-21,Site Visit Reminder,Site Visit Invitation,Neutral
FU021334,LEAD08021,2024-06-09,Site Visit Reminder,Site Visit Invitation,Not Interested
FU021335,LEAD08022,2025-09-19,WhatsApp,Introduction,Not Interested
FU021336,LEAD08022,2025-10-01,Email,Interest Check,Neutral
FU021337,LEAD08022,2025-10-16,Call,Re-engagement,Interested
FU021338,LEAD08022,2025-11-13,WhatsApp,Loan Guidance,Neutral
FU021339,LEAD08022,2025-12-06,Site Visit Reminder,Site Visit Invitation,Interested
FU021340,LEAD08023,2025-07-26,Call,Introduction,Neutral
FU021341,LEAD08023,2025-08-15,Call,Interest Check,Not Interested
FU021342,LEAD08023,2025-08-15,Call,Interest Check,Not Interested
FU021343,LEAD08023,2025-08-27,Meeting,Payment Follow-up,Not Interested
FU021344,LEAD08024,2025-09-05,WhatsApp,Introduction,Neutral
FU021345,LEAD08025,2025-02-05,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU021346,LEAD08026,2024-09-22,WhatsApp,Introduction,Neutral
FU021347,LEAD08026,2024-09-28,Meeting,Payment Follow-up,Not Interested
FU021348,LEAD08027,2024-03-25,Call,Introduction,Neutral
FU021349,LEAD08027,2024-04-06,WhatsApp,Payment Follow-up,Requested Callback
FU021350,LEAD08027,2024-04-24,WhatsApp,Interest Check,Not Interested
FU021351,LEAD08027,2024-05-07,Email,Interest Check,Interested
FU021352,LEAD08027,2024-05-12,Call,Re-engagement,Neutral
FU021353,LEAD08027,2024-05-30,Payment Discussion,Payment Follow-up,Converted
FU021354,LEAD08028,2026-04-04,Call,Introduction,Converted
FU021355,LEAD08028,2026-04-04,Call,Introduction,Converted
FU021356,LEAD08029,2026-05-15,WhatsApp,Introduction,Not Interested
FU021357,LEAD08030,2024-01-30,Payment Discussion,Payment Follow-up,No Response
FU021358,LEAD08030,2024-02-17,WhatsApp,Re-engagement,No Response
FU021359,LEAD08030,2024-03-05,Call,Price Negotiation,Not Interested
FU021360,LEAD08030,2024-03-18,Site Visit Reminder,Site Visit Invitation,No Response
FU021361,LEAD08030,2024-03-18,Site Visit Reminder,Site Visit Invitation,No Response
FU021362,LEAD08030,2024-03-25,Payment Discussion,Payment Follow-up,No Response
FU021363,LEAD08030,2024-04-01,Payment Discussion,Payment Follow-up,Converted
FU021364,LEAD08031,2026-11-28,WhatsApp,Introduction,Interested
FU021365,LEAD08031,2026-12-12,Email,Introduction,Neutral
FU021366,LEAD08031,2026-12-31,Call,Post-Visit Feedback,Interested
FU021367,LEAD08032,2026-12-31,Loan Assistance,Loan Guidance,Requested Callback
FU021368,LEAD08033,2026-12-31,Call,Introduction,Not Interested
FU021369,LEAD08034,2024-03-26,Email,Introduction,Not Interested
FU021370,LEAD08034,2024-04-08,WhatsApp,Interest Check,Not Interested
FU021371,LEAD08034,2024-04-14,WhatsApp,Document Collection,Neutral
FU021372,LEAD08034,2024-05-07,Payment Discussion,Payment Follow-up,Interested
FU021373,LEAD08034,2024-05-15,Loan Assistance,Loan Guidance,Not Interested
FU021374,LEAD08035,2026-03-10,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU021375,LEAD08035,2026-03-20,Meeting,Interest Check,No Response
FU021376,LEAD08036,2026-09-09,Call,Introduction,Neutral
FU021377,LEAD08036,2026-09-21,Payment Discussion,Payment Follow-up,No Response
FU021378,LEAD08037,2026-12-30,Call,Introduction,Interested
FU021379,LEAD08037,2026-12-30,Call,Introduction,Interested
FU021380,LEAD08038,2026-12-31,Meeting,Introduction,No Response
FU021381,LEAD08039,2024-03-11,Site Visit Reminder,Site Visit Invitation,Not Interested
FU021382,LEAD08039,2024-04-01,Call,Interest Check,Not Interested
FU021383,LEAD08040,2024-04-02,Call,Introduction,Not Interested
FU021384,LEAD08040,2024-04-24,WhatsApp,Site Visit Invitation,Interested
FU021385,LEAD08040,2024-05-21,Email,Loan Guidance,Interested
FU021386,LEAD08040,2024-06-01,WhatsApp,Price Negotiation,Interested
FU021387,LEAD08040,2024-06-18,Call,Interest Check,Interested
FU021388,LEAD08040,2024-06-18,Call,Interest Check,Interested
FU021389,LEAD08040,2024-07-16,WhatsApp,Re-engagement,Not Interested
FU021390,LEAD08040,2024-08-10,Call,Site Visit Invitation,Interested
FU021391,LEAD08040,2024-08-17,Site Visit Reminder,Site Visit Invitation,No Response
FU021392,LEAD08041,2024-08-18,WhatsApp,Introduction,No Response
FU021393,LEAD08041,2024-08-30,WhatsApp,Payment Follow-up,Not Interested
FU021394,LEAD08042,2024-12-27,Email,Introduction,Not Interested
FU021395,LEAD08042,2025-01-07,Meeting,Introduction,Requested Callback
FU021396,LEAD08042,2025-02-05,WhatsApp,Re-engagement,Interested
FU021397,LEAD08043,2026-07-09,Call,Introduction,Interested
FU021398,LEAD08043,2026-07-15,WhatsApp,Site Visit Invitation,Requested Callback
FU021399,LEAD08043,2026-07-22,WhatsApp,Site Visit Invitation,Interested
FU021400,LEAD08043,2026-08-20,Site Visit Reminder,Site Visit Invitation,Interested
FU021401,LEAD08043,2026-08-20,Site Visit Reminder,Site Visit Invitation,Interested
FU021402,LEAD08043,2026-09-01,Email,Price Negotiation,Neutral
FU021403,LEAD08043,2026-09-15,Call,Re-engagement,Neutral
FU021404,LEAD08043,2026-10-09,Call,Introduction,Interested
FU021405,LEAD08043,2026-11-05,Call,Site Visit Invitation,Requested Callback
FU021406,LEAD08044,2024-11-19,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU021407,LEAD08044,2024-12-07,Call,Payment Follow-up,Interested
FU021408,LEAD08044,2025-01-05,Site Visit Reminder,Site Visit Invitation,No Response
FU021409,LEAD08045,2026-08-10,Site Visit Reminder,Site Visit Invitation,No Response
FU021410,LEAD08046,2024-03-03,WhatsApp,Introduction,Interested
FU021411,LEAD08046,2024-03-26,Call,Price Negotiation,Neutral
FU021412,LEAD08047,2026-03-27,Call,Introduction,Requested Callback
FU021413,LEAD08048,2026-01-09,WhatsApp,Introduction,Neutral
FU021414,LEAD08048,2026-01-19,WhatsApp,Booking Confirmation,Interested
FU021415,LEAD08048,2026-02-15,Call,Price Negotiation,Neutral
FU021416,LEAD08049,2024-06-04,WhatsApp,Introduction,No Response
FU021417,LEAD08049,2024-06-09,Call,Interest Check,Interested
FU021418,LEAD08050,2024-11-22,Call,Introduction,Interested
FU021419,LEAD08050,2024-12-17,Call,Post-Visit Feedback,Neutral
FU021420,LEAD08050,2024-12-23,Email,Site Visit Invitation,Requested Callback
FU021421,LEAD08050,2025-01-19,WhatsApp,Booking Confirmation,Requested Callback
FU021422,LEAD08051,2025-06-24,Site Visit Reminder,Site Visit Invitation,No Response
FU021423,LEAD08051,2025-06-28,Call,Re-engagement,Not Interested
FU021424,LEAD08051,2025-07-03,Email,Introduction,No Response
FU021425,LEAD08051,2025-07-09,Call,Interest Check,No Response
FU021426,LEAD08051,2025-07-14,WhatsApp,Price Negotiation,No Response
FU021427,LEAD08051,2025-07-20,Call,Site Visit Invitation,Not Interested
FU021428,LEAD08051,2025-07-29,Meeting,Booking Confirmation,Converted
FU021429,LEAD08052,2026-01-24,WhatsApp,Introduction,Neutral
FU021430,LEAD08053,2024-02-18,Site Visit Reminder,Site Visit Invitation,Interested
FU021431,LEAD08053,2024-03-10,WhatsApp,Payment Follow-up,No Response
FU021432,LEAD08053,2024-04-08,Call,Loan Guidance,Interested
FU021433,LEAD08054,2026-04-28,Call,Introduction,Neutral
FU021434,LEAD08055,2026-11-02,WhatsApp,Introduction,Not Interested
FU021435,LEAD08056,2026-03-09,WhatsApp,Introduction,Not Interested
FU021436,LEAD08056,2026-03-09,WhatsApp,Introduction,Not Interested
FU021437,LEAD08057,2025-11-09,Call,Introduction,Not Interested
FU021438,LEAD08058,2025-07-28,WhatsApp,Introduction,No Response
FU021439,LEAD08059,2025-07-22,Meeting,Introduction,Neutral
FU021440,LEAD08059,2025-07-26,Site Visit Reminder,Site Visit Invitation,Interested
FU021441,LEAD08059,2025-08-10,Loan Assistance,Loan Guidance,Interested
FU021442,LEAD08059,2025-08-22,Loan Assistance,Loan Guidance,Interested
FU021443,LEAD08060,2025-04-14,Payment Discussion,Payment Follow-up,Not Interested
FU021444,LEAD08060,2025-05-13,Site Visit Reminder,Site Visit Invitation,Not Interested
FU021445,LEAD08061,2026-01-14,Call,Introduction,Interested
FU021446,LEAD08061,2026-01-23,Call,Post-Visit Feedback,Requested Callback
FU021447,LEAD08061,2026-02-05,Site Visit Reminder,Site Visit Invitation,No Response
FU021448,LEAD08061,2026-02-05,Site Visit Reminder,Site Visit Invitation,No Response
FU021449,LEAD08061,2026-02-14,Call,Re-engagement,Neutral
FU021450,LEAD08062,2026-01-30,Email,Introduction,Interested
FU021451,LEAD08062,2026-02-12,WhatsApp,Price Negotiation,Interested
FU021452,LEAD08062,2026-03-08,Call,Post-Visit Feedback,Neutral
FU021453,LEAD08063,2026-10-17,Meeting,Introduction,Interested
FU021454,LEAD08063,2026-10-25,Payment Discussion,Payment Follow-up,Converted
FU021455,LEAD08064,2024-07-03,WhatsApp,Introduction,Neutral
FU021456,LEAD08064,2024-07-14,WhatsApp,Booking Confirmation,No Response
FU021457,LEAD08065,2024-03-17,WhatsApp,Introduction,Interested
FU021458,LEAD08065,2024-03-25,WhatsApp,Re-engagement,Requested Callback
FU021459,LEAD08065,2024-04-18,WhatsApp,Payment Follow-up,Requested Callback
FU021460,LEAD08065,2024-04-18,WhatsApp,Payment Follow-up,Requested Callback
FU021461,LEAD08065,2024-05-14,WhatsApp,Document Collection,Neutral
FU021462,LEAD08065,2024-06-05,Email,Loan Guidance,Requested Callback
FU021463,LEAD08066,2024-12-17,WhatsApp,Introduction,Requested Callback
FU021464,LEAD08067,2026-07-01,Call,Introduction,Neutral
FU021465,LEAD08067,2026-07-08,WhatsApp,Payment Follow-up,Not Interested
FU021466,LEAD08067,2026-07-29,WhatsApp,Site Visit Invitation,Interested
FU021467,LEAD08067,2026-08-17,Call,Site Visit Invitation,Requested Callback
FU021468,LEAD08067,2026-09-04,Call,Introduction,Interested
FU021469,LEAD08067,2026-09-04,Call,Introduction,Interested
FU021470,LEAD08067,2026-09-20,WhatsApp,Price Negotiation,No Response
FU021471,LEAD08068,2026-12-09,Call,Introduction,Requested Callback
FU021472,LEAD08068,2026-12-09,Call,Introduction,Requested Callback
FU021473,LEAD08069,2025-02-21,Call,Introduction,Not Interested
FU021474,LEAD08070,2025-12-13,WhatsApp,Introduction,No Response
FU021475,LEAD08070,2026-01-05,Call,Site Visit Invitation,No Response
FU021476,LEAD08071,2024-02-19,Site Visit Reminder,Site Visit Invitation,No Response
FU021477,LEAD08071,2024-03-01,Email,Site Visit Invitation,Not Interested
FU021478,LEAD08072,2024-03-05,Call,Introduction,Interested
FU021479,LEAD08073,2025-03-12,WhatsApp,Introduction,Neutral
FU021480,LEAD08073,2025-03-23,Meeting,Loan Guidance,Neutral
FU021481,LEAD08074,2025-07-03,Site Visit Reminder,Site Visit Invitation,Neutral
FU021482,LEAD08074,2025-07-29,WhatsApp,Interest Check,Requested Callback
FU021483,LEAD08075,2026-06-24,Call,Introduction,Neutral
FU021484,LEAD08076,2025-01-03,Site Visit Reminder,Site Visit Invitation,Not Interested
FU021485,LEAD08077,2025-08-06,WhatsApp,Introduction,Neutral
FU021486,LEAD08077,2025-08-30,Meeting,Site Visit Invitation,Requested Callback
FU021487,LEAD08078,2025-08-18,Call,Introduction,Not Interested
FU021488,LEAD08079,2025-08-09,Call,Introduction,Interested
FU021489,LEAD08079,2025-08-18,Site Visit Reminder,Site Visit Invitation,Neutral
FU021490,LEAD08079,2025-08-27,Call,Payment Follow-up,Requested Callback
FU021491,LEAD08079,2025-09-17,Call,Re-engagement,No Response
FU021492,LEAD08080,2024-10-09,Email,Introduction,Neutral
FU021493,LEAD08080,2024-10-31,Call,Payment Follow-up,Neutral
FU021494,LEAD08080,2024-11-22,Call,Interest Check,Not Interested
FU021495,LEAD08080,2024-12-17,WhatsApp,Interest Check,Neutral
FU021496,LEAD08080,2024-12-27,Email,Introduction,Requested Callback
FU021497,LEAD08080,2024-12-27,Email,Introduction,Requested Callback
